study,year,sse_model,model_no,trait_level_1,trait_level_2,trait_level_3,trait_level_4,trait_level_5,trait_level_6,character_state,putative_ancestral_state,clade,level,order,family,div_inc,sp_inc,ext_inc,no_markers,no_plastid,no_nuclear,no_mito,age,age_inferred,tips,perc_sampling,sampling_per_state,samples_per_state,transition_direction,transition_rate,div_rate
Lancaster_and_Kay_2013_Origin_and_diversification_of_the_California_flora.txt,2013,BiSSE,15,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Non-California,,Sidalcea and related species,Genus,Malvales,Malvaceae,0,0,0,1,0,1,0,64,1,39,0.6960714286,0.58,18,Non-California TO California,0.92,
Lancaster_and_Kay_2013_Origin_and_diversification_of_the_California_flora.txt,2013,BiSSE,16,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,California (Mediterranean-type ecosystem),,Visceae,Tribe,Santalales,Santalaceae,0,1,0,1,0,1,0,75,1,88,0.1637037037,0.94,15,California TO Non-California,1.7,
Lancaster_and_Kay_2013_Origin_and_diversification_of_the_California_flora.txt,2013,BiSSE,16,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Non-California,,Visceae,Tribe,Santalales,Santalaceae,0,0,0,1,0,1,0,75,1,88,0.1637037037,0.14,73,Non-California TO California,0.04,
Landis_et_al_2018_Evolution_of_floral_traits_and_impact_of_reproduct.txt,2018,HiSSE,1,Intrinsic,Reproduction,Pre-mating,BreedingSystem,MatingSystem,MatingSystem,Autogamy,0,Polemoniaceae,Family,Ericales,Polemoniaceae,0,0,0,7,6,1,0,67.4,1,190,0.3958333333,,62,,,
Landis_et_al_2018_Evolution_of_floral_traits_and_impact_of_reproduct.txt,2018,HiSSE,1,Intrinsic,Reproduction,Pre-mating,BreedingSystem,MatingSystem,MatingSystem,Outcrossing,1,Polemoniaceae,Family,Ericales,Polemoniaceae,0,0,0,7,6,1,0,67.4,1,190,0.3958333333,,128,,,
Landis_et_al_2018_Evolution_of_floral_traits_and_impact_of_reproduct.txt,2018,BiSSE,2,Intrinsic,Reproduction,Pre-mating,BreedingSystem,MatingSystem,MatingSystem,Autogamy,0,Polemoniaceae,Family,Ericales,Polemoniaceae,1,1,0,7,6,1,0,67.4,1,190,0.3958333333,,62,,,0.273
Landis_et_al_2018_Evolution_of_floral_traits_and_impact_of_reproduct.txt,2018,BiSSE,2,Intrinsic,Reproduction,Pre-mating,BreedingSystem,MatingSystem,MatingSystem,Outcrossing,1,Polemoniaceae,Family,Ericales,Polemoniaceae,0,0,0,7,6,1,0,67.4,1,190,0.3958333333,,128,,,0.083
Landis_et_al_2018_Evolution_of_floral_traits_and_impact_of_reproduct.txt,2018,FiSSE,3,Intrinsic,Reproduction,Pre-mating,BreedingSystem,MatingSystem,MatingSystem,Autogamy,0,Polemoniaceae,Family,Ericales,Polemoniaceae,0,0,0,7,6,1,0,67.4,1,190,0.3958333333,,62,,,0.124
Landis_et_al_2018_Evolution_of_floral_traits_and_impact_of_reproduct.txt,2018,FiSSE,3,Intrinsic,Reproduction,Pre-mating,BreedingSystem,MatingSystem,MatingSystem,Outcrossing,1,Polemoniaceae,Family,Ericales,Polemoniaceae,0,0,0,7,6,1,0,67.4,1,190,0.3958333333,,128,,,0.125
Landis_et_al_2018_Evolution_of_floral_traits_and_impact_of_reproduct.txt,2018,MuSSE,4,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerColor,Anthocyanin pigmentation,0,Polemoniaceae,Family,Ericales,Polemoniaceae,1,1,0,7,6,1,0,67.4,1,429,0.72,,297,,,
Landis_et_al_2018_Evolution_of_floral_traits_and_impact_of_reproduct.txt,2018,MuSSE,4,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerColor,Carotenoid,0,Polemoniaceae,Family,Ericales,Polemoniaceae,0,0,0,7,6,1,0,67.4,1,429,0.72,,18,,,
Landis_et_al_2018_Evolution_of_floral_traits_and_impact_of_reproduct.txt,2018,MuSSE,4,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerColor,Chlorophyll,1,Polemoniaceae,Family,Ericales,Polemoniaceae,0,0,0,7,6,1,0,67.4,1,429,0.72,,9,,,
Landis_et_al_2018_Evolution_of_floral_traits_and_impact_of_reproduct.txt,2018,MuSSE,4,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerColor,Non-pigmented,0,Polemoniaceae,Family,Ericales,Polemoniaceae,0,0,0,7,6,1,0,67.4,1,429,0.72,,105,,,
Landis_et_al_2018_Impact_of_whole_genome_duplication_events_on_diver.txt,2018,MuSSE,1,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,1wgd,1,Rosids,CAO,Multiple,Multiple,0,0,0,7,4,3,0,118,1,9603,0.1103843855,,3449,,,
Landis_et_al_2018_Impact_of_whole_genome_duplication_events_on_diver.txt,2018,MuSSE,1,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,2wgd,0,Rosids,CAO,Multiple,Multiple,1,0,0,7,4,3,0,118,1,9603,0.1103843855,,3288,,,
Landis_et_al_2018_Impact_of_whole_genome_duplication_events_on_diver.txt,2018,MuSSE,1,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,3wgd,0,Rosids,CAO,Multiple,Multiple,2,1,1,7,4,3,0,118,1,9603,0.1103843855,,2254,,,
Landis_et_al_2018_Impact_of_whole_genome_duplication_events_on_diver.txt,2018,MuSSE,1,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,4wgd,0,Rosids,CAO,Multiple,Multiple,0,2,2,7,4,3,0,118,1,9603,0.1103843855,,612,,,
Landis_et_al_2018_Impact_of_whole_genome_duplication_events_on_diver.txt,2018,MuSSE,2,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,1wgd,1,Angiosperms,CAO,Multiple,Multiple,0,,,7,4,3,0,243,1,30458,0.1073542111,,48,,,
Landis_et_al_2018_Impact_of_whole_genome_duplication_events_on_diver.txt,2018,MuSSE,2,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,2wgd,0,Angiosperms,CAO,Multiple,Multiple,0,,,7,4,3,0,243,1,30458,0.1073542111,,2259,,,
Landis_et_al_2018_Impact_of_whole_genome_duplication_events_on_diver.txt,2018,MuSSE,2,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,3wgd,0,Angiosperms,CAO,Multiple,Multiple,0,,,7,4,3,0,243,1,30458,0.1073542111,,10249,,,
Landis_et_al_2018_Impact_of_whole_genome_duplication_events_on_diver.txt,2018,MuSSE,2,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,4wgd,0,Angiosperms,CAO,Multiple,Multiple,0,,,7,4,3,0,243,1,30458,0.1073542111,,6893,,,
Landis_et_al_2018_Impact_of_whole_genome_duplication_events_on_diver.txt,2018,MuSSE,2,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,5wgd,0,Angiosperms,CAO,Multiple,Multiple,0,,,7,4,3,0,243,1,30458,0.1073542111,,8061,,,
Landis_et_al_2018_Impact_of_whole_genome_duplication_events_on_diver.txt,2018,MuSSE,2,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,6wgd,0,Angiosperms,CAO,Multiple,Multiple,0,,,7,4,3,0,243,1,30458,0.1073542111,,2948,,,
Landis_et_al_2018_Impact_of_whole_genome_duplication_events_on_diver.txt,2018,MuSSE,3,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,2wgd,1,Asterids,CAO,Multiple,Multiple,0,1,0,7,4,3,0,108,1,9725,0.1003622328,,1803,,,
Landis_et_al_2018_Impact_of_whole_genome_duplication_events_on_diver.txt,2018,MuSSE,3,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,3wgd,0,Asterids,CAO,Multiple,Multiple,0,2,0,7,4,3,0,108,1,9725,0.1003622328,,5586,,,
Landis_et_al_2018_Impact_of_whole_genome_duplication_events_on_diver.txt,2018,MuSSE,3,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,4wgd,0,Asterids,CAO,Multiple,Multiple,0,3,0,7,4,3,0,108,1,9725,0.1003622328,,2330,,,
Landis_et_al_2018_Impact_of_whole_genome_duplication_events_on_diver.txt,2018,MuSSE,3,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,5wgd,0,Asterids,CAO,Multiple,Multiple,0,0,0,7,4,3,0,108,1,9725,0.1003622328,,6,,,
Landis_et_al_2018_Impact_of_whole_genome_duplication_events_on_diver.txt,2018,MuSSE,4,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,0wgd,1,Monocots,CAO,Multiple,Multiple,0,0,0,7,4,3,0,171,1,7022,0.1033559023,,28,,,
Landis_et_al_2018_Impact_of_whole_genome_duplication_events_on_diver.txt,2018,MuSSE,4,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,1wgd,0,Monocots,CAO,Multiple,Multiple,0,0,0,7,4,3,0,171,1,7022,0.1033559023,,1010,,,
Landis_et_al_2018_Impact_of_whole_genome_duplication_events_on_diver.txt,2018,MuSSE,4,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,2wgd,0,Monocots,CAO,Multiple,Multiple,0,1,1,7,4,3,0,171,1,7022,0.1033559023,,4452,,,
Landis_et_al_2018_Impact_of_whole_genome_duplication_events_on_diver.txt,2018,MuSSE,4,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,3wgd,0,Monocots,CAO,Multiple,Multiple,0,2,2,7,4,3,0,171,1,7022,0.1033559023,,1532,,,
Larridon_et_al_2021_What_drives_diversification_in_a_pantropical_plant.txt,2021,QuaSSE,1,Extrinsic,Habitat,Climate,Climate,Climate,Climate,bio1,,Scleria,Genus,Poales,Cyperaceae,1,1,0,3,2,1,0,43.4,1,140,0.53,,,,,
Larridon_et_al_2021_What_drives_diversification_in_a_pantropical_plant.txt,2021,QuaSSE,2,Extrinsic,Habitat,Climate,Climate,Climate,Climate,bio4,,Scleria,Genus,Poales,Cyperaceae,1,1,0,3,2,1,0,43.4,1,140,0.53,,,,,
Larridon_et_al_2021_What_drives_diversification_in_a_pantropical_plant.txt,2021,QuaSSE,3,Extrinsic,Habitat,Climate,Climate,Climate,Climate,bio7,,Scleria,Genus,Poales,Cyperaceae,1,1,0,3,2,1,0,43.4,1,140,0.53,,,,,
Larridon_et_al_2021_What_drives_diversification_in_a_pantropical_plant.txt,2021,QuaSSE,4,Extrinsic,Habitat,Climate,Climate,Climate,Climate,bio12,,Scleria,Genus,Poales,Cyperaceae,1,1,0,3,2,1,0,43.4,1,140,0.53,,,,,
Larridon_et_al_2021_What_drives_diversification_in_a_pantropical_plant.txt,2021,QuaSSE,5,Extrinsic,Habitat,Climate,Climate,Climate,Climate,bio15,,Scleria,Genus,Poales,Cyperaceae,1,1,0,3,2,1,0,43.4,1,140,0.53,,,,,
Larridon_et_al_2021_What_drives_diversification_in_a_pantropical_plant.txt,2021,QuaSSE,6,Extrinsic,Habitat,Climate,Climate,Climate,Climate,bio18,,Scleria,Genus,Poales,Cyperaceae,1,1,0,3,2,1,0,43.4,1,140,0.53,,,,,
Larson_Johnson_2016_Phylogenetic_investigation_of_the_complex_evolutio.txt,2016,BiSSE,1,Interactions,Dispersal,Dispersal,Dispersal,Dispersal,Dispersal,Abiotic,1,Fagales,Order,Fagales,Multiple,0,0,0,5,4,1,0,95,1,36,0.02769461078,,16,Biotic TO Abiotic,0,0.02
Larson_Johnson_2016_Phylogenetic_investigation_of_the_complex_evolutio.txt,2016,BiSSE,1,Interactions,Dispersal,Dispersal,Dispersal,Dispersal,Dispersal,Biotic,0,Fagales,Order,Fagales,Multiple,1,0,0,5,4,1,0,95,1,36,0.02769461078,,20,Abiotic TO Biotic,0.001,0.061
Lin_et_al_2015_Range_expansion_and_habitat_shift_triggered_elevat.txt,2015,BiSSE,1,Intrinsic,Vegetative,Growth,LifeSpan,LifeSpan,LifeSpan,Annual,0,Oryza,Genus,Poales,Poaceae,0,0,,20,20,0,0,17,1,26,1,1,7,,,0.18
Lin_et_al_2015_Range_expansion_and_habitat_shift_triggered_elevat.txt,2015,BiSSE,1,Intrinsic,Vegetative,Growth,LifeSpan,LifeSpan,LifeSpan,Perennial,1,Oryza,Genus,Poales,Poaceae,0,0,,20,20,0,0,17,1,26,1,1,19,,,0.18
Lin_et_al_2015_Range_expansion_and_habitat_shift_triggered_elevat.txt,2015,BiSSE,2,Extrinsic,Habitat,Vegetation,Vegetation,Vegetation,Vegetation,Closed habitat,1,Oryza,Genus,Poales,Poaceae,0,0,,20,20,0,0,17,1,26,1,1,10,,,0.124
Lin_et_al_2015_Range_expansion_and_habitat_shift_triggered_elevat.txt,2015,BiSSE,2,Extrinsic,Habitat,Vegetation,Vegetation,Vegetation,Vegetation,Open,0,Oryza,Genus,Poales,Poaceae,1,1,,20,20,0,0,17,1,26,1,1,16,,,0.46
Linder_and_Bouchenak_Khelladi_2015_The_causes_of_southern_African_spatial_patterns_in.txt,2015,BiSSE,1,Extrinsic,Habitat,Climate,Climate,Climate,Climate,Summer rainfall Southern Africa,,African Danthonioideae,Subfamily,Poales,Poaceae,0,0,0,10,8,2,0,25.5,1,118,0.8805970149,,29,,,
Linder_and_Bouchenak_Khelladi_2015_The_causes_of_southern_African_spatial_patterns_in.txt,2015,BiSSE,1,Extrinsic,Habitat,Climate,Climate,Climate,Climate,Winter rainfall,,African Danthonioideae,Subfamily,Poales,Poaceae,0,0,0,10,8,2,0,25.5,1,118,0.8805970149,,89,,,
Linder_and_Bouchenak_Khelladi_2017_Adaptive_radiations_should_not_be_simplified_The.txt,2017,HiSSE,1,Intrinsic,Vegetative,Morphology,LeafMorpho,LeafMorpho,LeafMorpho,Orthophyll,0,Danthonioideae,Subfamily,Poales,Poaceae,0,0,0,10,8,2,0,25.5,1,191,0.6797153025,,95,,,
Linder_and_Bouchenak_Khelladi_2017_Adaptive_radiations_should_not_be_simplified_The.txt,2017,HiSSE,1,Intrinsic,Vegetative,Morphology,LeafMorpho,LeafMorpho,LeafMorpho,Sclerophyllous,1,Danthonioideae,Subfamily,Poales,Poaceae,0,0,0,10,8,2,0,25.5,1,191,0.6797153025,,95,,,
Linder_and_Bouchenak_Khelladi_2017_Adaptive_radiations_should_not_be_simplified_The.txt,2017,HiSSE,2,Intrinsic,Vegetative,Morphology,PlantSize,PlantSize,PlantSize,Short,0,Danthonioideae,Subfamily,Poales,Poaceae,0,0,0,10,8,2,0,25.5,1,237,0.8434163701,,118,,,
Linder_and_Bouchenak_Khelladi_2017_Adaptive_radiations_should_not_be_simplified_The.txt,2017,HiSSE,2,Intrinsic,Vegetative,Morphology,PlantSize,PlantSize,PlantSize,Tall,1,Danthonioideae,Subfamily,Poales,Poaceae,0,0,0,10,8,2,0,25.5,1,237,0.8434163701,,118,,,
Linder_and_Bouchenak_Khelladi_2017_Adaptive_radiations_should_not_be_simplified_The.txt,2017,QuaSSE,3,Intrinsic,Vegetative,Morphology,LeafMorpho,LeafMorpho,LeafMorpho,Leaf anatomy,,Danthonioideae,Subfamily,Poales,Poaceae,1,1,1,10,8,2,0,25.5,1,191,0.6797153025,,,,,
Linder_and_Bouchenak_Khelladi_2017_Adaptive_radiations_should_not_be_simplified_The.txt,2017,QuaSSE,4,Intrinsic,Vegetative,Morphology,PlantSize,PlantSize,PlantSize,Plant height,,Danthonioideae,Subfamily,Poales,Poaceae,1,1,1,10,8,2,0,25.5,1,237,0.8434163701,,,,,
Litsios_et_al_2014_Effects_of_a_fire_response_trait_on_diversificatio.txt,2014,BiSSE,1,Intrinsic,Vegetative,Physiology,Fire,Fire,Fire,Reseeder,,Australian Restionaceae,Family,Poales,Restionaceae,0,0,0,5,4,1,0,62,1,75,0.5136986301,,45,,,
Litsios_et_al_2014_Effects_of_a_fire_response_trait_on_diversificatio.txt,2014,BiSSE,1,Intrinsic,Vegetative,Physiology,Fire,Fire,Fire,Resprouter,,Australian Restionaceae,Family,Poales,Restionaceae,0,0,0,5,4,1,0,62,1,75,0.5136986301,,30,,,
Litsios_et_al_2014_Effects_of_a_fire_response_trait_on_diversificatio.txt,2014,BiSSE,2,Intrinsic,Vegetative,Physiology,Fire,Fire,Fire,Reseeder,,South African Restionaceae,Family,Poales,Restionaceae,1,1,0,5,4,1,0,45,1,200,0.5714285714,,104,,,
Litsios_et_al_2014_Effects_of_a_fire_response_trait_on_diversificatio.txt,2014,BiSSE,2,Intrinsic,Vegetative,Physiology,Fire,Fire,Fire,Resprouter,,South African Restionaceae,Family,Poales,Restionaceae,0,0,0,5,4,1,0,45,1,200,0.5714285714,,96,,,
Louca_and_Pennell_2020_A_General_and_Efficient_Algorithm_for_the_Likeliho.txt,2020,BiSSE,1,Intrinsic,Vegetative,Growth,LifeForm,LifeForm,LifeForm,Herbaceous,0,Angiosperms,CAO,Multiple,Multiple,0,1,1,7,4,3,0,243.27,1,31749,0.0786975,,10936,,,
Louca_and_Pennell_2020_A_General_and_Efficient_Algorithm_for_the_Likeliho.txt,2020,BiSSE,1,Intrinsic,Vegetative,Growth,LifeForm,LifeForm,LifeForm,Woody,1,Angiosperms,CAO,Multiple,Multiple,0,0,0,7,4,3,0,243.27,1,31749,0.0786975,,12010,,,
Márquez‐Corro_et_al_Macroevolutionary_insights_in_sedges_Carex_Cyper,2021,QuaSSE,1,Intrinsic,Genome,ChromosomeNumber,ChromosomeNumber,ChromosomeNumber,ChromosomeNumber,Chromosome number,,Carex,Genus,Poales,Cyperaceae,1,1,1,3,1,2,0,37.17,1,721,0.36,,,,,
Machado_et_al_2018_Atlantic_forests_to_the_all_Americas_Biogeographi.txt,2018,BiSSE,1,Intrinsic,Vegetative,Growth,LifeForm,LifeForm,LifeForm,Hemiepiphytic,0,Neotropical Ficus,Genus,Rosales,Moraceae,1,0,0,5,0,5,0,63.5,1,77,0.65,,66,,,
Machado_et_al_2018_Atlantic_forests_to_the_all_Americas_Biogeographi.txt,2018,BiSSE,1,Intrinsic,Vegetative,Growth,LifeForm,LifeForm,LifeForm,Terrestrial,1,Neotropical Ficus,Genus,Rosales,Moraceae,0,0,1,5,0,5,0,63.5,1,77,0.65,,11,,,
Machado_et_al_2018_Atlantic_forests_to_the_all_Americas_Biogeographi.txt,2018,BiSSE,2,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitSize,FruitSize,Large syconia,0,Neotropical Ficus,Genus,Rosales,Moraceae,0,0,1,5,0,5,0,63.5,1,77,0.65,,23,,,
Machado_et_al_2018_Atlantic_forests_to_the_all_Americas_Biogeographi.txt,2018,BiSSE,2,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitSize,FruitSize,Small syconia,1,Neotropical Ficus,Genus,Rosales,Moraceae,1,0,0,5,0,5,0,63.5,1,77,0.65,,54,,,
Mandáková_et_al_2017_Multispeed_genome_diploidization_and_diversificati.txt,2017,BiSSE,1,Intrinsic,Vegetative,Growth,LifeSpan,LifeSpan,LifeSpan,Annual,,Microlepidieae,Tribe,Brassicales,Brassicaceae,0,0,0,1,1,0,0,7.52,1,24,0.45,,15,,,0.38
Mandáková_et_al_2017_Multispeed_genome_diploidization_and_diversificati.txt,2017,BiSSE,1,Intrinsic,Vegetative,Growth,LifeSpan,LifeSpan,LifeSpan,Perennial,,Microlepidieae,Tribe,Brassicales,Brassicaceae,0,0,0,1,1,0,0,7.52,1,24,0.45,,8,,,0.21
Marcussen_and_Meseguer_2017_Species_level_phylogeny_fruit_evolution_and_diver.txt,2017,MuSSE,1,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,CP,0,Geranium,Genus,Geraniales,Geraniaceae,0,0,0,2,2,0,0,18.2,1,119,0.35,,11,,,
Marcussen_and_Meseguer_2017_Species_level_phylogeny_fruit_evolution_and_diver.txt,2017,MuSSE,1,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,ET,1,Geranium,Genus,Geraniales,Geraniaceae,0,0,0,2,2,0,0,18.2,1,119,0.35,,5,,,
Marcussen_and_Meseguer_2017_Species_level_phylogeny_fruit_evolution_and_diver.txt,2017,MuSSE,1,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,IT,0,Geranium,Genus,Geraniales,Geraniaceae,0,0,0,2,2,0,0,18.2,1,119,0.35,,2,,,
Marcussen_and_Meseguer_2017_Species_level_phylogeny_fruit_evolution_and_diver.txt,2017,MuSSE,1,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,SE,0,Geranium,Genus,Geraniales,Geraniaceae,1,1,0,2,2,0,0,18.2,1,119,0.35,,38,,,
Marcussen_and_Meseguer_2017_Species_level_phylogeny_fruit_evolution_and_diver.txt,2017,BiSSE,2,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Non-seed-ejection (Non-SE) discharge,1,Geranium,Genus,Geraniales,Geraniaceae,0,0,0,2,2,0,0,18.2,1,119,0.35,,18,SE TO Non-SE,0,0.09
Marcussen_and_Meseguer_2017_Species_level_phylogeny_fruit_evolution_and_diver.txt,2017,BiSSE,2,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Seed ejection,0,Geranium,Genus,Geraniales,Geraniaceae,1,1,0,2,2,0,0,18.2,1,119,0.35,,38,Non-SE TO SE,0.01,0.68
Matuszak_et_al_2016_Key_innovations_and_climatic_niche_divergence_as_d.txt,2016,BiSSE,1,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerShape,Deep corolla lobation,,Gentianinae,Tribe,Gentianales,Gentianaceae,0,0,0,3,2,1,0,28,1,58,0.7532467532,0.42,5,,,
Matuszak_et_al_2016_Key_innovations_and_climatic_niche_divergence_as_d.txt,2016,BiSSE,1,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,FlowerGeneral,FlowerShape,Shallow corolla lobation,,Gentianinae,Tribe,Gentianales,Gentianaceae,0,0,0,3,2,1,0,28,1,58,0.7532467532,0.78,53,,,
Matuszak_et_al_2016_Key_innovations_and_climatic_niche_divergence_as_d.txt,2016,BiSSE,2,Intrinsic,Vegetative,Morphology,MorphoOther,MorphoOther,MorphoOther,Elongated internodes,,Gentianinae,Tribe,Gentianales,Gentianaceae,0,0,0,3,2,1,0,28,1,58,0.7532467532,0.79,44,,,
Matuszak_et_al_2016_Key_innovations_and_climatic_niche_divergence_as_d.txt,2016,BiSSE,2,Intrinsic,Vegetative,Morphology,MorphoOther,MorphoOther,MorphoOther,Non-elongated internodes,,Gentianinae,Tribe,Gentianales,Gentianaceae,0,0,0,3,2,1,0,28,1,58,0.7532467532,0.58,14,,,
Matuszak_et_al_2016_Key_innovations_and_climatic_niche_divergence_as_d.txt,2016,BiSSE,3,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Male,Anther,Recurved stamens,,Gentianinae,Tribe,Gentianales,Gentianaceae,0,0,0,3,2,1,0,28,1,58,0.7532467532,0.84,41,,,
Matuszak_et_al_2016_Key_innovations_and_climatic_niche_divergence_as_d.txt,2016,BiSSE,3,Intrinsic,Reproduction,Pre-mating,FlowerMorpho,Male,Anther,Straight stamens,,Gentianinae,Tribe,Gentianales,Gentianaceae,0,0,0,3,2,1,0,28,1,58,0.7532467532,0.55,17,,,
Matuszak_et_al_2016_Key_innovations_and_climatic_niche_divergence_as_d.txt,2016,BiSSE,4,Intrinsic,Vegetative,Growth,LifeForm,LifeForm,LifeForm,Erect habit,,Gentianinae,Tribe,Gentianales,Gentianaceae,1,0,0,3,2,1,0,28,1,58,0.7532467532,0.62,16,,,
Matuszak_et_al_2016_Key_innovations_and_climatic_niche_divergence_as_d.txt,2016,BiSSE,4,Intrinsic,Vegetative,Growth,LifeForm,LifeForm,LifeForm,Twining habit,,Gentianinae,Tribe,Gentianales,Gentianaceae,0,1,1,3,2,1,0,28,1,58,0.7532467532,0.78,42,,,
Matuszak_et_al_2016_Key_innovations_and_climatic_niche_divergence_as_d.txt,2016,BiSSE,5,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Berry,,Gentianinae,Tribe,Gentianales,Gentianaceae,1,1,0,3,2,1,0,28,1,58,0.7532467532,0.88,26,,,0.412
Matuszak_et_al_2016_Key_innovations_and_climatic_niche_divergence_as_d.txt,2016,BiSSE,5,Intrinsic,Reproduction,Post-mating,FruitMorpho,FruitType,FruitType,Capsular,,Gentianinae,Tribe,Gentianales,Gentianaceae,0,0,0,3,2,1,0,28,1,58,0.7532467532,0.61,32,,,0.188
Mayrose_et_al_2011_Recently_formed_polyploid_plants_diversify_at_lowe.txt,2011,BiSSEness,1,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,Diploid,1,Vascular plants,CAO,Multiple,Multiple,1,0,0,,,,,NA,0,,,,,,,
Mayrose_et_al_2011_Recently_formed_polyploid_plants_diversify_at_lowe.txt,2011,BiSSEness,1,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,Polyploid,0,Vascular plants,CAO,Multiple,Multiple,0,0,1,,,,,NA,0,,,,,,,
Mayrose_et_al_2011_Recently_formed_polyploid_plants_diversify_at_lowe.txt,2011,BiSSE,2,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,Diploid,1,Vascular plants,CAO,Multiple,Multiple,1,1,0,,,,,NA,0,,,,,,,
Mayrose_et_al_2011_Recently_formed_polyploid_plants_diversify_at_lowe.txt,2011,BiSSE,2,Intrinsic,Genome,Ploidy,Ploidy,Ploidy,Ploidy,Polyploid,0,Vascular plants,CAO,Multiple,Multiple,0,0,1,,,,,NA,0,,,,,,,
Meseguer_et_al_2015_Integrating_fossils_phylogenies_and_niche_models.txt,2015,GeoSSE,1,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Irano-Turanian-Himalayan,0,Hypericum,Genus,Malpighiales,Hypericaceae,0,0,1,3,3,0,0,35,1,114,0.228,,16,,,-0.071
Meseguer_et_al_2015_Integrating_fossils_phylogenies_and_niche_models.txt,2015,GeoSSE,1,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Non-Irano-Turanian-Himalayan,1,Hypericum,Genus,Malpighiales,Hypericaceae,1,1,0,3,3,0,0,35,1,114,0.228,,98,,,0.068
Meseguer_et_al_2015_Integrating_fossils_phylogenies_and_niche_models.txt,2015,GeoSSE,2,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Eastern Palearctic,0,Hypericum,Genus,Malpighiales,Hypericaceae,0,1,1,3,3,0,0,35,1,114,0.228,,19,,,
Meseguer_et_al_2015_Integrating_fossils_phylogenies_and_niche_models.txt,2015,GeoSSE,2,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Non-Eastern Palearctic,1,Hypericum,Genus,Malpighiales,Hypericaceae,0,0,0,3,3,0,0,35,1,114,0.228,,95,,,
Meseguer_et_al_2015_Integrating_fossils_phylogenies_and_niche_models.txt,2015,GeoSSE,3,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Nearctic,0,Hypericum,Genus,Malpighiales,Hypericaceae,0,0,0,3,3,0,0,35,1,114,0.228,,27,,,
Meseguer_et_al_2015_Integrating_fossils_phylogenies_and_niche_models.txt,2015,GeoSSE,3,Extrinsic,Biogeography,GeographicRange,GeographicRange,GeographicRange,GeographicRange,Non-Nearctic,1,Hypericum,Genus,Malpighiales,Hypericaceae,0,1,1,3,3,0,0,35,1,114,0.228,,87,,,
